locationDetails.name,locationDetails.locationId,locationDetails.kioskId,locationDetails.addressLine1,locationDetails.addressLine2,locationDetails.addressLine3,locationDetails.city,locationDetails.state,locationDetails.country,locationDetails.postalCode,locationDetails.distance,locationDetails.distanceuom,locationDetails.retailerId,locationDetails.latitude,locationDetails.longitude,locationOperatingHours.monHours,locationOperatingHours.tueHours,locationOperatingHours.wedHours,locationOperatingHours.thuHours,locationOperatingHours.friHours,locationOperatingHours.satHours,locationOperatingHours.sunHours,locationPhone.addToPhone,locationPhone.phone,locationServices.sendMoney,locationServices.receiveMoney,locationServices.billPayment,locationServices.addToPhone,locationServices.moneyOrder,locationServices.recCurrencies,locationServices.sendCurrencies,locationServices.xpressPackage,locationServices.purchaseMoneygramCard,locationServices.reloadMoneygramCard,locationServices.receiveToCard,locationServices.payWithCash,locationServices.reloadOtherCard,locationServices.payPal,locationServices.coinMe
AU GRAIN DE RIZ - FONTENAY LE COMTE,70529540,,2 PASSAGE DE L INDUSTRIE,,,FONTENAY LE COMTE,,FR,85200,101.285230087,km,291183213,46.4655,-0.804052,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,12:00 AM - 12:00 AM,False,0251692758,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
EPICERIE DU MONDE - PLOERMEL,74354355,,13 RUE DE LA GARE,,,PLOERMEL,,FR,56800,101.711251771602,km,291540026,47.9325,-2.40101,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,12:00 AM - 12:00 AM,False,297724432,True,True,False,False,False,,,False,False,False,False,False,False,False,False
LYVANN EXOTIQUE - RENNES,72301180,,8 RUE LOUIS ARAGON,,,RENNES,,FR,35000,102.342702965408,km,291343503,48.1335,-1.69985,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,False,984483160,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LE JOCKER - VANNES,70492884,MP00044885,61 RUE DU MARECHAL LECLERC,,,VANNES,,FR,56000,102.452149426538,km,291180377,47.6584,-2.7505,09:00 AM - 06:00 PM,09:00 AM - 06:00 PM,09:00 AM - 06:00 PM,09:00 AM - 06:00 PM,09:00 AM - 06:00 PM,09:00 AM - 06:00 PM,09:00 AM - 06:00 PM,False,0297540021,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
MAG PRESS,66490748,MP00044674,CENTRE COMMERCIAL DE KERCADO,11 RUE GUILLAUME LE BARTZ,,VANNES,,FR,56000,103.797106792353,km,713440805,47.6484,-2.77845,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,False,297634481,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SACHA COIFFURE - VITRE,74284519,,24 RUE DE LA POTERIE,,,VITRE,,FR,35500,103.908935930495,km,291539561,48.1241,-1.21187,02:00 PM - 06:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:00 AM - 05:00 PM,12:00 AM - 12:00 AM,False,299965938,True,True,False,False,False,,,False,False,False,False,False,False,False,False
ALIMENTATION GENERALE VEMA - VITRE,72289749,MP00045410,7 RUE GARENGEOT,BRETAGNE,,VITRE,,FR,35500,103.939490266131,km,291346849,48.1245,-1.2126,02:00 PM - 10:00 PM,02:00 PM - 10:00 PM,02:00 PM - 10:00 PM,02:00 PM - 10:00 PM,02:00 PM - 10:00 PM,02:00 PM - 10:00 PM,02:00 PM - 10:00 PM,False,622248181,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LE DEAUVILLE - VANNES,70342882,MP00044855,103 AVENUE DU 4 AOUT 1944,,,VANNES,,FR,56000,103.992715715921,km,291167291,47.6756,-2.76006,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,False,0297472994,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LE SAINT CLEMENT - ST CLEMENT DES BALEIN,68612595,MP00044738,172 RUE DU CENTRE,,,ST CLEMENT DES BALEINES,,FR,17590,110.046049083459,km,291037288,46.2287,-1.54169,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,False,0546292685,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LE REFLEX - GUEGON,74030569,MP00045163,12 RUE DU 20 JUIN 1944,,,GUEGON,,FR,56120,110.341899911885,km,291511326,47.9383,-2.56612,07:30 AM - 08:00 PM,07:30 AM - 08:00 PM,12:00 AM - 12:00 AM,07:30 AM - 08:00 PM,07:30 AM - 08:00 PM,07:30 AM - 08:00 PM,07:30 AM - 08:00 PM,False,297223017,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LE NIMBUS - LAVAL,68680239,MP00044748,9-11 RUE DE RENNES,,,LAVAL,,FR,53000,111.151165967579,km,291046343,48.07,-0.776626,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,False,967163653,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LA CIVETTE - LENOLO R,74439568,,53 RUE DU GENERAL DE GAULLE,,,LAVAL,,FR,53000,111.200165139392,km,291547645,48.0706,-0.776865,02:00 PM - 07:00 PM,07:30 AM - 07:00 PM,07:30 AM - 07:00 PM,07:30 AM - 07:00 PM,07:30 AM - 07:00 PM,08:00 AM - 07:00 PM,12:00 AM - 12:00 AM,False,243661356,True,True,False,False,False,,,False,False,False,False,False,False,False,False
ELLA BOUTIQUE - LAVAL,74166792,,43 RUE FRANCHE COMTE,,,LAVAL,,FR,53000,111.236744460085,km,291525455,48.0723,-0.780163,09:30 AM - 08:00 PM,09:30 AM - 08:00 PM,09:30 AM - 08:00 PM,09:30 AM - 08:00 PM,09:30 AM - 08:00 PM,09:30 AM - 08:00 PM,12:00 AM - 12:00 AM,False,681450216,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
MURAT PRESSE - LAVAL,74368516,,3 RUE OUDINOT,,,LAVAL,,FR,53000,111.269007884916,km,291542611,48.062,-0.754819,07:30 AM - 07:15 PM,07:30 AM - 07:15 PM,07:30 AM - 07:15 PM,07:30 AM - 07:15 PM,07:30 AM - 07:15 PM,07:30 AM - 07:30 PM,12:00 AM - 12:00 AM,False,243560538,True,True,False,False,False,,,False,False,False,False,False,False,False,False
L'EUROPE - LAVAL,71694115,MP00044994,2 4 ALLEE DE CAMBRAI,,,LAVAL,,FR,53000,111.468286054691,km,291295317,48.0717,-0.772741,06:00 AM - 08:00 PM,06:00 AM - 08:00 PM,06:00 AM - 08:00 PM,06:00 AM - 08:00 PM,06:00 AM - 08:00 PM,06:30 AM - 07:30 PM,12:00 AM - 12:00 AM,False,3243531841,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
DAMIEN CLAUDE ALAIN MALICKI - MAILLEZAIS,73696043,MP00045107,8 RUE DU DOCTEUR DAROUX,,,MAILLEZAIS,,FR,85420,112.73755255779,km,291482917,46.3716,-0.739131,06:30 AM - 06:00 PM,06:30 AM - 06:00 PM,06:30 AM - 06:00 PM,06:30 AM - 06:00 PM,06:30 AM - 06:00 PM,06:30 AM - 06:00 PM,07:30 AM - 06:00 PM,False,251872062,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SAVEURS EXOTIQUES,70622476,,15 RUE GAMBETTA,,,SABLE SUR SARTHE,,FR,72300,114.647602753882,km,291191723,47.8412,-0.336643,08:45 AM - 08:00 PM,08:45 AM - 08:00 PM,08:45 AM - 08:00 PM,08:45 AM - 08:00 PM,08:45 AM - 08:00 PM,08:45 AM - 08:00 PM,12:00 AM - 12:00 AM,False,244345579,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
CAFE DES SPORTS,66660455,MP00044691,1 RUE GEORGES CLEMENCEAU,,,BAUGE,,FR,49150,114.908729449308,km,767242209,47.5422,-0.10431,06:30 AM - 08:00 PM,06:30 AM - 08:00 PM,06:30 AM - 08:00 PM,06:30 AM - 08:00 PM,06:30 AM - 08:00 PM,07:00 AM - 08:00 PM,12:00 AM - 12:00 AM,False,0241897670,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
KARIBOU DOUALA EXOTIQUE - LOCMINE,73776400,,2 RUE DE MEDEBACH,,,LOCMINE,,FR,56500,121.187588361192,km,291492726,47.8841,-2.83218,09:30 AM - 08:30 PM,09:30 AM - 08:30 PM,09:30 AM - 08:30 PM,09:30 AM - 08:30 PM,09:30 AM - 08:30 PM,09:30 AM - 08:30 PM,09:30 AM - 08:30 PM,False,297413580,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
TABAC DU MARCHE - LA ROCHELLE,73776426,MP00045122,TABAC DU MARCHE,3 RUE THIERS,,LA ROCHELLE,,FR,17000,121.479642325151,km,291488852,46.1616,-1.14947,02:00 PM - 06:00 PM,02:00 PM - 06:00 PM,02:00 PM - 06:00 PM,02:00 PM - 06:00 PM,02:00 PM - 06:00 PM,02:00 PM - 06:00 PM,12:00 AM - 12:00 AM,False,546418737,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
O'ASSI - FOUGERES,74417467,,43 AVENUE GEORGES POMPIDOU,,,FOUGERES,,FR,35300,128.421204923575,km,291544944,48.3489,-1.202,12:00 AM - 12:00 AM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,02:00 PM - 07:30 PM,False,611647200,False,True,False,False,False,,,False,False,False,False,False,False,False,False
CAFE DES HALLES - FOUGERES,71071932,MP00044947,23 RUE NATIONALE,,,FOUGERES,,FR,35300,128.919374583724,km,291230973,48.3537,-1.20358,09:30 AM - 07:00 PM,07:00 AM - 08:00 PM,07:00 AM - 08:00 PM,07:00 AM - 08:00 PM,07:00 AM - 08:00 PM,06:30 AM - 07:00 PM,12:00 AM - 12:00 AM,False,223510454,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
BOUCHERIE AL KINZA - NIORT,72340730,,RUE DE PIERRE LOT,32 28 CENTRE COMMERCIAL SUPER NIORT,,NIORT,,FR,79000,129.160904849116,km,291349774,46.3178,-0.482561,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,12:00 AM - 12:00 AM,False,549790002,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LA ROCADE - FOUGERES,73057815,MP00045093,136 RUE DE LA FORET,,,FOUGERES,,FR,35300,129.529122164554,km,291438534,48.3579,-1.19374,07:00 AM - 07:30 PM,07:00 AM - 07:30 PM,07:00 AM - 07:30 PM,07:00 AM - 07:30 PM,07:00 AM - 07:30 PM,08:00 AM - 07:30 PM,08:30 AM - 12:30 PM,False,757429050,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LA CIVETTE - NIORT,74099513,,31 RUE RICARD,,,NIORT,,FR,79000,129.738131126525,km,291517244,46.3237,-0.46007,07:30 AM - 07:30 PM,07:30 AM - 07:30 PM,07:30 AM - 07:30 PM,07:30 AM - 07:30 PM,07:30 AM - 07:30 PM,07:00 AM - 07:30 PM,12:00 AM - 12:00 AM,False,963510515,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
MAG 2 - NIORT,69730832,MP00044815,1E RUE ANDRE MAUROIS,,,NIORT,,FR,79000,130.54192726761,km,291127224,46.3274,-0.437424,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,False,0963237925,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LE 93 - LANDEAN,73776581,MP00045123,1 AVENUE DE LA FORET,,,LANDEAN,,FR,35133,136.06217755421,km,291489613,48.4121,-1.15312,06:00 AM - 07:30 PM,07:30 AM - 07:30 PM,07:30 AM - 07:30 PM,07:30 AM - 07:30 PM,07:30 AM - 07:30 PM,07:30 AM - 07:30 PM,12:00 AM - 12:00 AM,False,299972439,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LE CAFE DES AMIS - MENE,69494372,MP00044799,La Chapelle Saint Jacut du Mene,,,MENE,,FR,22330,137.233687143219,km,291106267,48.2831,-2.48189,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,False,0296314136,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LA TAVERNE - LE MENE,72070437,MP00045030,4 PLACE DE L'EGLISE SAINT GOUENO,,,LE MENE,,FR,22330,139.134104581911,km,291324944,48.2675,-2.56771,07:30 AM - 01:00 PM,07:30 AM - 08:00 PM,07:30 AM - 08:00 PM,07:30 AM - 08:00 PM,07:30 AM - 08:00 PM,08:30 AM - 08:00 PM,08:30 AM - 01:00 PM,False,296513130,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
MASSIWA LOUDEAC - LOUDEAC,74072637,,40 RUE BIGREL,,,LOUDEAC,,FR,22600,139.199812239474,km,291515510,48.1735,-2.75594,12:00 AM - 12:00 AM,09:00 AM - 08:30 PM,09:00 AM - 08:30 PM,09:00 AM - 08:30 PM,09:00 AM - 08:30 PM,09:00 AM - 08:30 PM,09:00 AM - 08:30 PM,False,256179688,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LE CODE BAR - PONTIVY,74290480,,1 RUE LEPERDIT,,,PONTIVY,,FR,56300,141.70696993407,km,291532693,48.068,-2.96347,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,12:00 AM - 12:00 AM,False,297250204,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
NCPVQNO - DINAN,74286944,,19 RUE DE BREST,,,DINAN,,FR,22100,142.289103746492,km,291532692,48.4534,-2.05289,06:30 AM - 08:00 PM,06:30 AM - 08:00 PM,06:30 AM - 08:00 PM,06:30 AM - 08:00 PM,06:30 AM - 08:00 PM,07:30 AM - 08:00 PM,12:00 AM - 12:00 AM,False,296390853,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LE TRANSAT BAR,74340521,,42 GRANDE RUE,,,LOCMIQUELIC,,FR,56570,145.739465495194,km,291538270,47.7235,-3.34283,10:00 AM - 06:00 PM,10:00 AM - 06:00 PM,10:30 AM - 05:30 PM,12:00 AM - 12:00 AM,10:30 AM - 06:00 PM,10:30 AM - 05:00 PM,10:00 AM - 12:30 PM,False,297334040,True,True,False,False,False,,,False,False,False,False,False,False,False,False
LES BRUYERES - LANESTER,72426599,MP00045414,RUE SAINT GUENAEL 1,,,LANESTER,,FR,56600,145.834061841497,km,291369981,47.761,-3.32065,06:30 AM - 08:30 PM,06:30 AM - 08:30 PM,06:30 AM - 08:30 PM,06:30 AM - 08:30 PM,06:30 AM - 08:30 PM,06:30 AM - 08:30 PM,06:30 AM - 08:30 PM,False,297760856,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LE MARIGNY - LORIENT,70184040,MP00044839,59 RUE MARECHAL FOCH,,,LORIENT,,FR,56100,147.932054749197,km,291152214,47.7487,-3.35915,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,False,0960400352,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
FRUIT D AMOUR EXOTIQUE - LORIENT,73532589,,48 RUE MARECHAL FOCH,,,LORIENT,,FR,56100,147.990942747935,km,291470475,47.7496,-3.3594,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,12:00 AM - 12:00 AM,False,753434742,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LE KARTALA ALIMENTAIRE - LORIENT,73758729,,30 RUE MARECHAL FOCH,,,LORIENT,,FR,56100,148.0595180739,km,291485911,47.7504,-3.35992,09:00 AM - 06:30 PM,09:00 AM - 06:30 PM,09:00 AM - 06:30 PM,09:00 AM - 06:30 PM,09:00 AM - 06:30 PM,09:00 AM - 06:00 PM,08:30 AM - 02:00 PM,False,255986872,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
RT SHOP - LORIENT,73379124,,28 RUE VICTOR MASSE,,,LORIENT,,FR,56100,148.226577058559,km,291477805,47.7518,-3.36146,10:00 AM - 06:00 PM,10:00 AM - 06:00 PM,10:00 AM - 06:00 PM,10:00 AM - 06:00 PM,10:00 AM - 06:00 PM,10:00 AM - 06:00 PM,12:00 AM - 12:00 AM,False,695493021,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
KAVKAZ ALIMENTATION - LORIENT,74338601,,2 RUE PAUL GUIEYSSE REZ DE CHAUSSEE,,,LORIENT,,FR,56100,148.675399166909,km,291538600,47.7567,-3.36489,12:00 AM - 12:00 AM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,False,782929722,True,True,False,False,False,,,False,False,False,False,False,False,False,False
AL IMAN - ROCHEFORT,72637430,,85 AVENUE CHARLES DE GAULLE,,,ROCHEFORT,,FR,17300,149.549050715281,km,291379978,45.9359,-0.964093,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,12:00 AM - 12:00 AM,False,669401024,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
AFSHAN - ROCHEFORT,72668823,,60 AVENUE CHARLES DE GAULLE,,,ROCHEFORT,,FR,17300,149.56994206047,km,291394100,45.9357,-0.964153,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,False,546893167,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SANSUMI - ROCHEFORT,71682428,,94BIS RUE DE LA REPUBLIQUE,,,ROCHEFORT,,FR,17300,149.691195616284,km,291292850,45.9352,-0.961336,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,01:00 PM - 11:00 PM,False,0995376545,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
TATI EXOTIQUE - LORIENT,74142994,,2 RUE MAURICE THOREZ,,,LORIENT,,FR,56100,149.991373636278,km,291520220,47.74,-3.39428,09:30 AM - 08:30 PM,09:30 AM - 08:30 PM,09:30 AM - 08:30 PM,09:30 AM - 08:30 PM,09:30 AM - 08:30 PM,09:30 AM - 08:30 PM,10:30 AM - 07:30 PM,False,665311821,False,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
THE CARIBBEAN SHOP - LE MANS,74265509,,93 AVENUE GENERAL LECLERC,,,LE MANS,,FR,72000,156.960847629727,km,291535920,47.9963,0.193486,12:00 AM - 12:00 AM,10:30 AM - 10:00 PM,10:30 AM - 10:00 PM,10:30 AM - 10:00 PM,10:30 AM - 10:00 PM,10:30 AM - 10:00 PM,10:30 AM - 10:00 PM,False,244819128,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
DRAGON FLY - LE MANS,70739990,,5 AVENUE DU GENERAL LECLERC,,,LE MANS,,FR,72000,157.480740111984,km,291201618,48.0008,0.197475,07:00 AM - 10:00 PM,07:00 AM - 10:00 PM,07:00 AM - 10:00 PM,07:00 AM - 10:00 PM,07:00 AM - 10:00 PM,07:00 AM - 10:00 PM,07:00 AM - 10:00 PM,False,0285361865,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LE MAINE - LE MANS,70748651,MP00044916,2 AVENUE DU GENERAL LECLERC,,,LE MANS,,FR,72000,157.489470946828,km,291202416,48.0011,0.197309,12:00 AM - 12:00 AM,07:00 AM - 08:00 PM,07:00 AM - 08:00 PM,07:00 AM - 08:00 PM,07:00 AM - 08:00 PM,08:30 AM - 07:30 PM,12:00 AM - 12:00 AM,False,0243247352,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
BEST TRADING - LE MANS,73355067,,3 RUE HIPPOLYTE LECORNUE,,,LE MANS,,FR,72000,157.493478402656,km,291459019,48.0049,0.193723,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,False,634036626,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LE VERRE A PIED - JAUNAY-MARIGNY,74251636,MP00045194,4 PLACE DE LA FRATERNITE,,,JAUNAY-MARIGNY,,FR,86130,157.65642084698,km,291532681,46.6858,0.371415,07:30 AM - 07:30 PM,07:30 AM - 07:30 PM,07:30 AM - 07:30 PM,07:30 AM - 07:30 PM,07:30 AM - 08:00 PM,08:00 AM - 08:00 PM,12:00 AM - 12:00 AM,False,549520545,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
BUTT TELECOM - LE MANS,72130982,,7 AVENUE BOLLEE,,,LE MANS,,FR,72000,158.01627468056,km,291327137,48.004,0.202979,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,12:00 AM - 12:00 AM,False,243542449,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
PAUS'CAFE,74135163,,100 RUE HENRI CHAMPION,,,LE MANS,,FR,72100,158.105072305987,km,291519411,47.982,0.225213,07:00 AM - 07:30 PM,07:00 AM - 07:30 PM,07:00 AM - 07:30 PM,07:00 AM - 07:30 PM,07:00 AM - 07:30 PM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,False,243841431,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
BAR DE L'AVAINE - ISIGNY LE BUAT,73766261,MP00045115,7 RUE DE PAIN D AVAINE,,,ISIGNY LE BUAT,,FR,50540,158.427904375845,km,291488557,48.6202,-1.17319,12:00 AM - 12:00 AM,07:00 AM - 07:30 PM,07:00 AM - 07:30 PM,07:00 AM - 07:30 PM,07:00 AM - 07:30 PM,08:00 AM - 07:30 PM,08:30 AM - 01:00 PM,False,233691541,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
L EPICERIE DU TRAM - LE MANS,69012178,,73 BOULEVARD WINSTON CHURCHILL,,,LE MANS,,FR,72100,158.49630663341,km,291071099,47.9908,0.223245,07:30 AM - 09:30 PM,08:30 AM - 08:30 PM,08:30 AM - 08:30 PM,08:30 AM - 08:30 PM,08:30 AM - 08:30 PM,08:30 AM - 08:30 PM,08:30 AM - 08:30 PM,False,0953268736,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LE SAINT MELOIR - ST MELOIR DES ONDES,70759459,MP00044918,8 PLACE DE L EGLISE,,,ST MELOIR DES ONDES,,FR,35350,159.93423302987,km,291203210,48.6374,-1.90378,07:00 AM - 01:00 PM,07:00 AM - 08:00 PM,07:00 AM - 08:00 PM,07:00 AM - 08:00 PM,07:00 AM - 08:00 PM,07:00 AM - 08:00 PM,09:00 AM - 01:00 PM,False,0299891214,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
BEL'IVOIRE - POITIERS,73693664,,11 PLACE JEAN DE BERRY,,,POITIERS,,FR,86000,159.954829824694,km,291483157,46.5905,0.3408,09:30 AM - 07:30 PM,09:30 AM - 07:30 PM,09:30 AM - 07:30 PM,09:30 AM - 07:30 PM,09:30 AM - 07:30 PM,09:30 AM - 07:30 PM,10:00 AM - 07:30 PM,False,549612637,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
EKITRADE - POITIERS,70646782,,5 BOULEVARD JEANNE D ARC,,,POITIERS,,FR,86000,159.975418087842,km,291196387,46.5896,0.340482,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,False,0549466425,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
MULTIMEDIA CORNER - POITIERS,73973601,,47 RUE CARNOT,,,POITIERS,,FR,86000,160.351712707952,km,291508371,46.5783,0.337665,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,12:00 AM - 12:00 AM,False,651717458,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
CORIOLIS TELECOM - POITIERS,74133929,,27 AVENUE ROBERT SCHUMAN,,,POITIERS,,FR,86000,161.257515176302,km,291519243,46.5897,0.359286,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,False,586160659,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SARL LES ROSES SUCREES - POITIERS,69186570,,60 PLACE DE PROVENCE,,,POITIERS,,FR,86000,161.270184218448,km,291082319,46.5894,0.359259,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,12:00 AM - 12:00 AM,False,0549545832,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
KER EPICES,74386721,,33 RUE DU GENERAL LECLERC,,,LAMBALLE,,FR,22400,161.407751324124,km,291543669,48.5613,-2.37527,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,False,652434939,True,True,False,False,False,,,False,False,False,False,False,False,False,False
